"Associate","Location_Name","Type","Ref_No","Location Ref","Id","Notes","Address","City","State","Postal_Code","Address Country","Region","Country","Alternate Factor Region","Group Level 1","Group Level 2","Group Level 3","Group_Associate","Report_Percent","Effective_From","Effective_To","Group_Type","Latitude","Longitude","ANZSIC Code","Opened On","Closed On"
"Downer","_CLOSED_LSE - Mile End Warehouse","Retail, Warehouse","L9.S.16012581","9067","","","8/ 9 William Street","Mile End","SA","5031","Australia","South Australia","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Facilities & Asset Services","Downer","100.0000",,2018/06/30,"Classification","-34.933488","138.571744","451",,
"Downer","_CLOSED_LSE - The Ellington Venue","Facility","L9.S.13000853","9069","","","23 Hackney Rd","Hackney","SA","5069","Australia","South Australia","Australia",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification","-34.91772","138.615059","451",,
"Downer","_CLOSED_Maddington - DM Roads","Office","L9.J.170273","L9.J.170273","","Head office.",,,,,"","Western Australia","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,2023/10/31
"Downer","_CLOSED_Maitland Works","Other","L9.J.17012185","174","","","32 Junction Road","Maitland","South Australia","5573","Australia","South Australia","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Transport & Infrastructure","Downer","100.0000",,,"Classification","-34.368","137.671","310",,
"Downer","_CLOSED_Major Renewals - Karratha","Facility","L9.J.20044081","L9.J.20044081","","",,,,,"","Western Australia","Australia",,"Y_Non Operational Control","Y_Non Operational Control","DT Infrastructure","Downer","100.0000",,,"Classification",,,,,2023/07/31
"Downer","_CLOSED_Malaga","Other","L9.J.709601","L9.J.709601","378","currently ordering through canning vale cost centre","10 Irvine Drive","Malaga","Western Australia","6090","Australia","Western Australia","Australia",,"Operational Control","Operational Control","Rail & Transit Systems (RTS)","Downer","100.0000",,,"Classification","-31.8604","115.887","239",,2018/06/30
"Downer","_CLOSED_Malaga (DMJV)","Depot","L9.WAU.000395","223","","Perth Metro ISA North Depot

Office has moved to Neerabup.","54 Weschester Road","Malaga","WA","6090","Australia","Western Australia","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-31.855","115.881","310",,2020/06/30
"Downer","_CLOSED_Maylands Station","Public Facility","L9.J.20020041","","","Facility part of spotless maintenance contract in WA - moved waste accounts to waste_wa overarching account and closing facility.",,,,,"","Maylands","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,,2022/06/30
"Downer","_CLOSED_Meandu TXL","Site","L9.J.37740114","UTIL-360.369.261.278 - Powerlink","","Ridge Road Tarong QLD 4615",,,,,"","Queensland","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification",,,,2023/01/30,2024/05/15
"Downer","_CLOSED_Melbourne - 468 St Kilda Rd","Other","L9.COR.130.02109","1002","140","Office vacated in August 2015","Level 11, 468 St Kilda Road","Melbourne","Victoria","3004","Australia","Victoria","Australia",,"Operational Control","Operational Control","Corporate","Downer","100.0000",,,"Classification","-37.841","144.976","729",,
"Downer","_CLOSED_Melton","Other","","176","","","90-92 High Street","Melton","Victoria","3337","Australia","Victoria","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Transport & Infrastructure","Downer","100.0000",,,"Classification","-37.688","144.6","310",,
"Downer","_CLOSED_MHPS - Callide","Other","","4060","","",,,,,"","Biloela","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Infrastructure Projects","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_MHPS - Dyno Nobel","Other","","4061","","",,,,,"","Moranbah","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Infrastructure Projects","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_MHPS - Moura","Other","","4063","","",,,,,"","Biloela","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Infrastructure Projects","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_MHPS - Orica","Other","","4064","","",,,,,"","Newcastle","Australia",,"Y_Non Operational Control","Y_Non Operational Control","DT Infrastructure","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_MHPS - Wivenhoe","Other","L9.J.39210225","4065","","",,,,,"","North Ipswich","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Infrastructure Projects","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_Milford Road Alliance - RCM","Other","L9.DNZJ.55393","55393","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Transport & Infrastructure","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","_CLOSED_MIN_Boggabri","Other","L9.MIN.EST.4826","4005","388","","386 Leard Forrest Road","Boggabri","New South Wales","2382","Australia","New South Wales","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification","-30.629041","150.14439","109",,
"Downer","_CLOSED_MIN_Brisbane Office","Head Office","","4001","29","","22 Cordelia Street","South Brisbane","QLD","4101","Australia","Queensland","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification","-27.475","153.015","109",,2019/06/30
"Downer","_CLOSED_MIN_Cadia","Underground Mine","L9.J.8307","4057","","Demobilised from site in January 2020.",,,,,"","Orange","Australia",,"Z_DIVESTED_Y_Non Operational Control","Z_DIVESTED_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification","-33.4580","148.9966","080",,
"Downer","_CLOSED_MIN_Carrapateena","Underground Mine","L9.J.8306","4043","","Closed 04/03/2021 with sale of Underground Mining.",,,,,"","Port Augusta","Australia",,"Z_DIVESTED_Y_Non Operational Control","Z_DIVESTED_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification","-31.2404","137.4927","080",,
"Downer","_CLOSED_MIN_Cosmo Deeps","Underground Mine","L9.J.8301","4013","387","0804 Gold Ore Mining.
Downer demobilised from site May 2019.","Hayes Creek","Hayes Creek","NT","822","Australia","Northern Territory","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification","-13.3202","131.2230","080",,
"Downer","_CLOSED_MIN_Koojan","Other","","4018","526","Closed 12/12/2018.","4 Koojan Road","South Guildford","WA","6055","Australia","Western Australia","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification","-31.916672","115.964597","109",,2019/06/30
"Downer","_CLOSED_MIN_Perth Office","Head Office","","4015","221","Lease completed 30/06/2021","Level 6, 130 Stirling Street","Perth","WA","6000","Australia","Western Australia","Australia",,"Z_DIVESTED_Y_Non Operational Control","Z_DIVESTED_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification","-31.948732","115.865256","109",,
"Downer","_CLOSED_MIN_Roy Hill","Other","L9.J.8701","4032","394","0801 Iron Ore Mining
Site closed 12/12/2018","Roy Hill Minesite Via Newman","Newman","WA","6753","Australia","Western Australia","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification","-22.443754","119.925397","109",,2019/06/30
"Downer","_CLOSED_MIN_Sunrise Dam","Open-cut Mine","","4042","","","55 km south of Laverton,","Laverton","WA","6440","Australia","Western Australia","Australia",,"Z_DIVESTED_Y_Non Operational Control","Z_DIVESTED_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification","-29.04347","122.25188","080",,
"Downer","_CLOSED_Mobile Asphalt Plant NT","Asphalt Plant","L9.J.170537","8023","","Mobile Asphalt Plant in NT. Temporary facility - closed in FY21.","NT","NT","NT","","","Alice Springs","Australia",,"Asphalt Plants","Asphalt Plants","Asphalt Plants","Downer","100.0000",,,"Portfolio",,,"310",,2021/06/30
"Downer","_CLOSED_Mobile Asphalt Plant NT","Asphalt Plant","L9.J.170537","8023","","Mobile Asphalt Plant in NT. Temporary facility - closed in FY21.","NT","NT","NT","","","Alice Springs","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Transport & Infrastructure","Downer","100.0000",,,"Classification",,,"310",,2021/06/30
"Downer","_CLOSED_Molonglo Zone Substation","Site","L9.J.37740119","37740119","","",,,,,"","Australian Capital Territory","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",2024/07/01,,"Classification",,,,,2026/06/02
"Downer","_CLOSED_Mornington","Operations Center","L9.J.17020077","181","","","337 Racecourse Road","Mornington","VIC","3931","Australia","Victoria","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-38.235","145.066","310",,2024/06/30
"Downer","_CLOSED_MS - Blackwater Office (QLD)","Branch Office","L9.MIN.4877.ADMI.OFF","","","","Cnr McKenzie and Acacia Sts","Blackwater","QLD","4717","","Queensland","Australia",,"Z_DIVESTED_Y_Non Operational Control","Z_DIVESTED_Y_Non Operational Control","Mining","Downer","100.0000",,,"Classification",,,"729",,
"Downer","_CLOSED_MS - ETSA Contract (No NGER)","Regional Office","L9.S.16012731","Z5.A501","","Not for NGER reporting","Regional Office","ETSA","SA","","Australia","South Australia","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Social Infra","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_MS - Kingston Links (VIC)","Branch Office","","N3.F488","","Changed from Cleaning Services on 26 Oct 10 to reflect current business management","Corporate Av","Rowville","VIC","3178","","Victoria","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Facilities & Asset Services","Downer","100.0000",,,"Classification",,,"729",,
"Downer","_CLOSED_MS - UniTAS (No NGER)","Regional Office",,"N7.F773",,"Not for NGER reporting","Unitas","Unitas","TAS","","Australia","Tasmania","Australia",,"Z_HISTORICAL_Y_Non Operational Control","Z_HISTORICAL_Y_Non Operational Control","Social Infra","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_Mt Evelyn","Operations Center","L9.J.170258","183","","","115 Hereford Road","Mt Evelyn","VIC","3796","Australia","Victoria","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-37.77","145.378","310",,2023/05/31
"Downer","_CLOSED_Mt Isa","Other","L9.ENG.360.12932","2017","184","Closed on the 19.10.2018","23 Richardson Rd","Ryan","QLD","4825","Australia","Queensland","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-20.697093","139.495756","692",,
"Downer","_CLOSED_Mt Isa","Other","L9.ENG.360.12932","2017","184","Closed on the 19.10.2018","23 Richardson Rd","Ryan","QLD","4825","Australia","Queensland","Australia",,"Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Downer","100.0000",,,"Portfolio","-20.697093","139.495756","692",,
"Downer","_CLOSED_Mt Isa Yard","Other","L9.ENG.360.80.643","2018","186","","13/17 Richardson Road","Mt Isa","Queensland","4825","Australia","Queensland","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-20.698","139.495","692",,
"Downer","_CLOSED_Mt Isa Yard","Other","L9.ENG.360.80.643","2018","186","","13/17 Richardson Road","Mt Isa","Queensland","4825","Australia","Queensland","Australia",,"Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Downer","100.0000",,,"Portfolio","-20.698","139.495","692",,
"Downer","_CLOSED_Mt Thorley - Engineering","Other","L9.ENG.360.01420","2019","188","","6 Woodland Road","Mt Thorley","NSW","2330","Australia","New South Wales","Australia",,"Operational Control","Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-32.6254004","151.1064578","310",,
"Downer","_CLOSED_MT-USA","Other","L9.J.39520067","MT-39520067","78","","24 Cathedral Place, Suite 501, St Augustine, Florida 32084, USA","Florida","","","","Florida","United States",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","29.893036","-81.312114","692",,
"Downer","_CLOSED_MT-USA","Other","L9.J.39520067","MT-39520067","78","","24 Cathedral Place, Suite 501, St Augustine, Florida 32084, USA","Florida","","","","Florida","United States",,"Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Downer","100.0000",,,"Portfolio","29.893036","-81.312114","692",,
"Downer","_CLOSED_Newcastle Light Rail","Public Facility","L9.J.70960002","L9.J.70960002","","","Argyle Street","Newcastle","NSW","2300","Australia","New South Wales","Australia",,"DT Infrastructure Locations for reallocation","DT Infrastructure Locations for reallocation","DT Infrastructure Locations for reallocation","Downer","100.0000",,,"Portfolio","-32.927277","151.769164","310",2017/05/01,2020/06/30
"Downer","_CLOSED_Newcastle Light Rail","Public Facility","L9.J.70960002","L9.J.70960002","","","Argyle Street","Newcastle","NSW","2300","Australia","New South Wales","Australia",,"Operational Control","Operational Control","DT Infrastructure (pre Sept 23 divestment)","Downer","100.0000",,2023/09/30,"Classification","-32.927277","151.769164","310",2017/05/01,2020/06/30
"Downer","_CLOSED_Newcastle Light Rail","Public Facility","L9.J.70960002","L9.J.70960002","","","Argyle Street","Newcastle","NSW","2300","Australia","New South Wales","Australia",,"Y_Non Operational Control","Y_Non Operational Control","DT Infrastructure (post Sept Divestment)","Downer","100.0000",2023/10/01,,"Classification","-32.927277","151.769164","310",2017/05/01,2020/06/30
"Downer","_CLOSED_Newman Chlorine Risk Reduction","Construction Site","L9.J.37120003","4047","","",,,,,"","Western Australia","Australia",,"Y_Non Operational Control","Y_Non Operational Control","DT Infrastructure","Downer","100.0000",,,"Classification",,,"310",,
"Downer","_CLOSED_Norlane","Other","L9.ENG.360.12813","2020","199","Contract ended at 06.2020","87 St Georges Road","Norlane","VIC","3214","Australia","Victoria","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Energy and Utilities (EU)","Downer","100.0000",,,"Classification","-38.0857264","144.3699769","692",,2020/06/30
"Downer","_CLOSED_Norlane","Other","L9.ENG.360.12813","2020","199","Contract ended at 06.2020","87 St Georges Road","Norlane","VIC","3214","Australia","Victoria","Australia",,"Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Z_HISTORICAL_Operational Control > Utilities (copy","Downer","100.0000",,,"Portfolio","-38.0857264","144.3699769","692",,2020/06/30
"Downer","_CLOSED_North Ryde T1 - Rail","Other","L9.J.105001","L9.J.105001","409","Rail Head office","T1, Triniti Business Campus, 39 Delhi Road","North Ryde","New South Wales","2113","Australia","New South Wales","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Corporate","Downer","100.0000",,,"Classification","-33.794","151.139","239",,
"Downer","_CLOSED_North Ryde T2 - Level 6","Office","L9.J.106001","1010","","","T1, Triniti Business Campus, 39 Delhi Road","Syndey","NSW","2113","","New South Wales","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Corporate","Downer","100.0000",,,"Classification",,,"729",,
"Downer","_CLOSED_NSW","Other","L9.S.13000856","L9.S.13000856","","Unallocated regional fuel accounts",,,,,"","New South Wales","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Corporate","Downer","100.0000",,,"Classification",,,"580",,
"Downer","_CLOSED_NSW / ACT Plant and OH","Depot","L9.J.200411","L9.J.200411","","",,,,,"","New South Wales","Australia",,"DT Infrastructure Locations for reallocation","DT Infrastructure Locations for reallocation","DT Infrastructure Locations for reallocation","Downer","100.0000",,,"Portfolio",,,,,
"Downer","_CLOSED_NSW / ACT Plant and OH","Depot","L9.J.200411","L9.J.200411","","",,,,,"","New South Wales","Australia",,"Operational Control","Operational Control","DT Infrastructure (pre Sept 23 divestment)","Downer","100.0000",,2023/09/30,"Classification",,,,,
"Downer","_CLOSED_NSW / ACT Plant and OH","Depot","L9.J.200411","L9.J.200411","","",,,,,"","New South Wales","Australia",,"Y_Non Operational Control","Y_Non Operational Control","DT Infrastructure (post Sept Divestment)","Downer","100.0000",2023/10/01,,"Classification",,,,,
"Downer","_CLOSED_NT","Plant","L9.S.13000856","L9.S.13000856","","Unallocated regional fuel accounts",,,,,"","Northern Territory","Australia",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Corporate","Downer","100.0000",,,"Classification",,,"580",,
"Downer","_CLOSED_NW Tas Maint","Operations Center","L9.J.17021160","17021160","","","10b Industrial Drive","Australia","TAS","7315","Australia","Ulverstone","Australia",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-41.157985","146.19911","310",,2024/06/30
"Downer","_CLOSED_NZ_Niue","Airport","L9.DNZJ.DI0001","404","","",,,,,"","Niue","Niue",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification",,,,,2024/10/31
"Downer","_CLOSED_NZ_Post_Wellington 45002433","Other","L9.S.26010800","2000004586","","","130 Kerrs Road","Wiri","Auckland","2104","New Zealand","Manurewa","New Zealand",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Facilities & Asset Services","Downer","100.0000",,,"Classification","-37.0083","174.8705",,,
"Downer","_CLOSED_NZ-AE Smith - New Zealand","Unspecified","L9.S.23016541","R51","","",,,,,"","Auckland City","New Zealand",,"Operational Control","Operational Control","Social Infra & Citizen Serv (SICS)","Downer","100.0000",,,"Classification",,,,,
"Downer","_CLOSED_NZ-BP_Auckland_10 Madden St","Construction Site","L9.DNZ.HA0379","5254","","Project Site - Building Construction - New location established in FY19",,,,,"","Auckland City","New Zealand",,"Z_HISTORICAL_Operational Control","Z_HISTORICAL_Operational Control","Transport & Infrastructure","Downer","100.0000",,,"Classification","-36.841898","174.756711",,,
"Downer","_CLOSED_NZ-BP_Auckland_135 Albert St Façade Works","Other","L9.DNZ.HA0376","5192","","Project Site - Building Construction - New location established following purchase of Hawkins 2024 - Auckland Council","135 Albert Street, Auckland CBD","Auckland","Auckland","1010","New Zealand","Auckland","New Zealand",,"Operational Control","Operational Control","Transport & Infrastructure (T&I)","Downer","100.0000",,,"Classification","-36.849908","174.762402","302",2017/07/01,
